"","V1","V2","V3","V4","V5","V6"
"973","0","0","0","0","0","ENSDART00000014036"
"974","0","0","0","0","0","ENSDART00000014046"
"975","0","0","0","0","0","ENSDART00000014049"
"976","0","0","0","0","0","ENSDART00000014052"
"977","0","0","0","0","0","ENSDART00000014057"
"978","0","0","0","0","0","ENSDART00000014058"
"979","0","0","0","0","0","ENSDART00000014072"
"980","0","0","0","0","0","ENSDART00000014088"
"981","0","0","0","0","0","ENSDART00000014095"
"982","0","0","0","0","0","ENSDART00000014098"
"983","0","0","0","0","0","ENSDART00000014103"
"984","0","0","0","0","0","ENSDART00000014124"
"985","0","0","0","0","0","ENSDART00000014149"
"986","0","0","0","0","0","ENSDART00000014152"
"987","0","0","0","0","0","ENSDART00000014153"
"988","0","0","0","0","0","ENSDART00000014163"
"989","0","0","0","0","0","ENSDART00000014166"
"990","0","0","0","0","0","ENSDART00000014168"
"991","0","0","0","0","0","ENSDART00000014176"
"992","0","0","0","0","0","ENSDART00000014182"
"993","0","0","0","0","0","ENSDART00000014183"
"994","0","0","0","0","0","ENSDART00000014188"
"995","0","0","0","0","0","ENSDART00000014190"
"996","0","0","0","0","0","ENSDART00000014222"
"997","0","0","0","0","0","ENSDART00000014232"
"998","0","0","0","0","0","ENSDART00000014254"
"999","0","0","0","0","0","ENSDART00000014330"
"1000","0","0","0","0","0","ENSDART00000014379"
"1001","0","0","0","0","0","ENSDART00000014385"
"1002","0","0","0","0","0","ENSDART00000014465"
"1003","0","0","0","0","0","ENSDART00000014473"
"1004","0","0","0","0","0","ENSDART00000014515"
"1005","0","0","0","0","0","ENSDART00000014536"
"1006","0","0","0","0","0","ENSDART00000014552"
"1007","0","0","0","0","0","ENSDART00000014568"
"1008","0","0","0","0","0","ENSDART00000014602"
"1009","0","0","0","0","0","ENSDART00000014632"
"1010","0","0","0","0","0","ENSDART00000014649"
"1011","0","0","0","0","0","ENSDART00000014660"
"1012","0","0","0","0","0","ENSDART00000014666"
"1013","0","0","0","0","0","ENSDART00000014669"
"1014","0","0","0","0","0","ENSDART00000014685"
"1015","0","0","0","0","0","ENSDART00000014691"
"1016","0","0","0","0","0","ENSDART00000014703"
"1017","0","0","0","0","0","ENSDART00000014708"
"1018","0","0","0","0","0","ENSDART00000014721"
"1019","0","0","0","0","0","ENSDART00000014723"
"1020","0","0","0","0","0","ENSDART00000014727"
"1021","0","0","0","0","0","ENSDART00000014729"
"1022","0","0","0","0","0","ENSDART00000014749"
"1023","0","0","0","0","0","ENSDART00000014769"
"1024","0","0","0","0","0","ENSDART00000014774"
"1025","0","0","0","0","0","ENSDART00000014785"
"1026","0","0","0","0","0","ENSDART00000014787"
"1027","0","0","0","0","0","ENSDART00000014806"
"1028","0","0","0","0","0","ENSDART00000014868"
"1029","0","0","0","0","0","ENSDART00000014871"
"1030","0","0","0","0","0","ENSDART00000014877"
"1031","0","0","0","0","0","ENSDART00000014887"
"1032","0","0","0","0","0","ENSDART00000014916"
"1033","0","0","0","0","0","ENSDART00000014922"
"1034","0","0","0","0","0","ENSDART00000014939"
"1035","0","0","0","0","0","ENSDART00000014945"
"1036","0","0","0","0","0","ENSDART00000014956"
"1037","0","0","0","0","0","ENSDART00000014983"
"1038","0","0","0","0","0","ENSDART00000015007"
"1039","0","0","0","0","0","ENSDART00000015016"
"1040","0","0","0","0","0","ENSDART00000015034"
"1041","0","0","0","0","0","ENSDART00000015038"
"1042","0","0","0","0","0","ENSDART00000015040"
"1043","0","0","0","0","0","ENSDART00000015046"
"1044","0","0","0","0","0","ENSDART00000015076"
"1045","0","0","0","0","0","ENSDART00000015092"
"1046","0","0","0","0","0","ENSDART00000015103"
"1047","0","0","0","0","0","ENSDART00000015134"
"1048","0","0","0","0","0","ENSDART00000015136"
"1049","0","0","0","0","0","ENSDART00000015139"
"1050","0","0","0","0","0","ENSDART00000015154"
"1051","0","0","0","0","0","ENSDART00000015159"
"1052","0","0","0","0","0","ENSDART00000015170"
"1053","0","0","0","0","0","ENSDART00000015190"
"1054","0","0","0","0","0","ENSDART00000015193"
"1055","0","0","0","0","0","ENSDART00000015199"
"1056","0","0","0","0","0","ENSDART00000015214"
"1057","0","0","0","0","0","ENSDART00000015240"
"1058","0","0","0","0","0","ENSDART00000015277"
"1059","0","0","0","0","0","ENSDART00000015302"
"1060","0","0","0","0","0","ENSDART00000015309"
"1061","0","0","0","0","0","ENSDART00000015368"
"1062","0","0","0","0","0","ENSDART00000015374"
"1063","0","0","0","0","0","ENSDART00000015377"
"1064","0","0","0","0","0","ENSDART00000015393"
"1065","0","0","0","0","0","ENSDART00000015395"
"1066","0","0","0","0","0","ENSDART00000015401"
"1067","0","0","0","0","0","ENSDART00000015418"
"1068","0","0","0","0","0","ENSDART00000015479"
"1069","0","0","0","0","0","ENSDART00000015482"
"1070","0","0","0","0","0","ENSDART00000015512"
"1071","0","0","0","0","0","ENSDART00000015517"
"1072","0","0","0","0","0","ENSDART00000015535"
"1073","0","0","0","0","0","ENSDART00000015554"
"1074","0","0","0","0","0","ENSDART00000015559"
"1075","0","0","0","0","0","ENSDART00000015591"
"1076","0","0","0","0","0","ENSDART00000015628"
"1077","0","0","0","0","0","ENSDART00000015632"
"1078","0","0","0","0","0","ENSDART00000015636"
"1079","0","0","0","0","0","ENSDART00000015643"
"1080","0","0","0","0","0","ENSDART00000015670"
"1081","0","0","0","0","0","ENSDART00000015682"
"1082","0","0","0","0","0","ENSDART00000015688"
"1083","0","0","0","0","0","ENSDART00000015694"
"1084","0","0","0","0","0","ENSDART00000015710"
"1085","0","0","0","0","0","ENSDART00000015723"
"1086","0","0","0","0","0","ENSDART00000015755"
"1087","0","0","0","0","0","ENSDART00000015761"
"1088","0","0","0","0","0","ENSDART00000015765"
"1089","0","0","0","0","0","ENSDART00000015773"
"1090","0","0","0","0","0","ENSDART00000015777"
"1091","0","0","0","0","0","ENSDART00000015780"
"1092","0","0","0","0","0","ENSDART00000015786"
"1093","0","0","0","0","0","ENSDART00000015801"
"1094","0","0","0","0","0","ENSDART00000015820"
"1095","0","0","0","0","0","ENSDART00000015841"
"1096","0","0","0","0","0","ENSDART00000015872"
"1097","0","0","0","0","0","ENSDART00000015873"
"1098","0","0","0","0","0","ENSDART00000015884"
"1099","0","0","0","0","0","ENSDART00000015891"
"1100","0","0","0","0","0","ENSDART00000015932"
"1101","0","0","0","0","0","ENSDART00000015938"
"1102","0","0","0","0","0","ENSDART00000015940"
"1103","0","0","0","0","0","ENSDART00000015956"
"1104","0","0","0","0","0","ENSDART00000015967"
"1105","0","0","0","0","0","ENSDART00000015979"
"1106","0","0","0","0","0","ENSDART00000015991"
"1107","0","0","0","0","0","ENSDART00000015996"
"1108","0","0","0","0","0","ENSDART00000016002"
"1109","0","0","0","0","0","ENSDART00000016024"
"1110","0","0","0","0","0","ENSDART00000016090"
"1111","0","0","0","0","0","ENSDART00000016096"
"1112","0","0","0","0","0","ENSDART00000016099"
"1113","0","0","0","0","0","ENSDART00000016102"
"1114","0","0","0","0","0","ENSDART00000016103"
"1115","0","0","0","0","0","ENSDART00000016105"
"1116","0","0","0","0","0","ENSDART00000016112"
"1117","0","0","0","0","0","ENSDART00000016117"
"1118","0","0","0","0","0","ENSDART00000016135"
"1119","0","0","0","0","0","ENSDART00000016139"
"1120","0","0","0","0","0","ENSDART00000016167"
"1121","0","0","0","0","0","ENSDART00000016181"
"1122","0","0","0","0","0","ENSDART00000016183"
"1123","0","0","0","0","0","ENSDART00000016208"
"1124","0","0","0","0","0","ENSDART00000016211"
"1125","0","0","0","0","0","ENSDART00000016214"
"1126","0","0","0","0","0","ENSDART00000016216"
"1127","0","0","0","0","0","ENSDART00000016219"
"1128","0","0","0","0","0","ENSDART00000016230"
"1129","0","0","0","0","0","ENSDART00000016248"
"1130","0","0","0","0","0","ENSDART00000016267"
"1131","0","0","0","0","0","ENSDART00000016271"
"1132","0","0","0","0","0","ENSDART00000016283"
"1133","0","0","0","0","0","ENSDART00000016294"
"1134","0","0","0","0","0","ENSDART00000016310"
"1135","0","0","0","0","0","ENSDART00000016314"
"1136","0","0","0","0","0","ENSDART00000016317"
"1137","0","0","0","0","0","ENSDART00000016350"
"1138","0","0","0","0","0","ENSDART00000016360"
"1139","0","0","0","0","0","ENSDART00000016369"
"1140","0","0","0","0","0","ENSDART00000016370"
"1141","0","0","0","0","0","ENSDART00000016382"
"1142","0","0","0","0","0","ENSDART00000016386"
"1143","0","0","0","0","0","ENSDART00000016405"
"1144","0","0","0","0","0","ENSDART00000016407"
"1145","0","0","0","0","0","ENSDART00000016417"
"1146","0","0","0","0","0","ENSDART00000016422"
"1147","0","0","0","0","0","ENSDART00000016464"
"1148","0","0","0","0","0","ENSDART00000016472"
"1149","0","0","0","0","0","ENSDART00000016488"
"1150","0","0","0","0","0","ENSDART00000016502"
"1151","0","0","0","0","0","ENSDART00000016515"
"1152","0","0","0","0","0","ENSDART00000016586"
"1153","0","0","0","0","0","ENSDART00000016592"
"1154","0","0","0","0","0","ENSDART00000016597"
"1155","0","0","0","0","0","ENSDART00000016604"
"1156","0","0","0","0","0","ENSDART00000016607"
"1157","0","0","0","0","0","ENSDART00000016608"
"1158","0","0","0","0","0","ENSDART00000016612"
"1159","0","0","0","0","0","ENSDART00000016614"
"1160","0","0","0","0","0","ENSDART00000016616"
"1161","0","0","0","0","0","ENSDART00000016628"
"1162","0","0","0","0","0","ENSDART00000016629"
"1163","0","0","0","0","0","ENSDART00000016635"
"1164","0","0","0","0","0","ENSDART00000016658"
"1165","0","0","0","0","0","ENSDART00000016660"
"1166","0","0","0","0","0","ENSDART00000016677"
"1167","0","0","0","0","0","ENSDART00000016696"
"1168","0","0","0","0","0","ENSDART00000016702"
"1169","0","0","0","0","0","ENSDART00000016709"
"1170","0","0","0","0","0","ENSDART00000016710"
"1171","0","0","0","0","0","ENSDART00000016727"
"1172","0","0","0","0","0","ENSDART00000016728"
"1173","0","0","0","0","0","ENSDART00000016758"
"1174","0","0","0","0","0","ENSDART00000016780"
"1175","0","0","0","0","0","ENSDART00000016791"
"1176","0","0","0","0","0","ENSDART00000016793"
"1177","0","0","0","0","0","ENSDART00000016803"
"1178","0","0","0","0","0","ENSDART00000016808"
"1179","0","0","0","0","0","ENSDART00000016860"
"1180","0","0","0","0","0","ENSDART00000016864"
"1181","0","0","0","0","0","ENSDART00000016877"
"1182","0","0","0","0","0","ENSDART00000016890"
"1183","0","0","0","0","0","ENSDART00000016891"
"1184","0","0","0","0","0","ENSDART00000016946"
"1185","0","0","0","0","0","ENSDART00000016973"
"1186","0","0","0","0","0","ENSDART00000016976"
"1187","0","0","0","0","0","ENSDART00000017017"
"1188","0","0","0","0","0","ENSDART00000017034"
"1189","0","0","0","0","0","ENSDART00000017043"
"1190","0","0","0","0","0","ENSDART00000017052"
"1191","0","0","0","0","0","ENSDART00000017053"
"1192","0","0","0","0","0","ENSDART00000017075"
"1193","0","0","0","0","0","ENSDART00000017090"
"1194","0","0","0","0","0","ENSDART00000017098"
"1195","0","0","0","0","0","ENSDART00000017110"
"1196","0","0","0","0","0","ENSDART00000017122"
"1197","0","0","0","0","0","ENSDART00000017128"
"1198","0","0","0","0","0","ENSDART00000017138"
"1199","0","0","0","0","0","ENSDART00000017140"
"1200","0","0","0","0","0","ENSDART00000017142"
"1201","0","0","0","0","0","ENSDART00000017144"
"1202","0","0","0","0","0","ENSDART00000017148"
"1203","0","0","0","0","0","ENSDART00000017153"
"1204","0","0","0","0","0","ENSDART00000017155"
"1205","0","0","0","0","0","ENSDART00000017172"
"1206","0","0","0","0","0","ENSDART00000017176"
"1207","0","0","0","0","0","ENSDART00000017188"
"1208","0","0","0","0","0","ENSDART00000017191"
"1209","0","0","0","0","0","ENSDART00000017230"
"1210","0","0","0","0","0","ENSDART00000017240"
"1211","0","0","0","0","0","ENSDART00000017268"
"1212","0","0","0","0","0","ENSDART00000017269"
"1213","0","0","0","0","0","ENSDART00000017299"
"1214","0","0","0","0","0","ENSDART00000017304"
"1215","0","0","0","0","0","ENSDART00000017305"
"1216","0","0","0","0","0","ENSDART00000017307"
"1217","0","0","0","0","0","ENSDART00000017309"
"1218","0","0","0","0","0","ENSDART00000017359"
"1219","0","0","0","0","0","ENSDART00000017391"
"1220","0","0","0","0","0","ENSDART00000017393"
"1221","0","0","0","0","0","ENSDART00000017402"
"1222","0","0","0","0","0","ENSDART00000017422"
"1223","0","0","0","0","0","ENSDART00000017424"
"1224","0","0","0","0","0","ENSDART00000017427"
"1225","0","0","0","0","0","ENSDART00000017443"
"1226","0","0","0","0","0","ENSDART00000017445"
"1227","0","0","0","0","0","ENSDART00000017451"
"1228","0","0","0","0","0","ENSDART00000017474"
"1229","0","0","0","0","0","ENSDART00000017485"
"1230","0","0","0","0","0","ENSDART00000017535"
"1231","0","0","0","0","0","ENSDART00000017553"
"1232","0","0","0","0","0","ENSDART00000017569"
"1233","0","0","0","0","0","ENSDART00000017572"
"1234","0","0","0","0","0","ENSDART00000017576"
"1235","0","0","0","0","0","ENSDART00000017599"
"1236","0","0","0","0","0","ENSDART00000017619"
"1237","0","0","0","0","0","ENSDART00000017646"
"1238","0","0","0","0","0","ENSDART00000017668"
"1239","0","0","0","0","0","ENSDART00000017686"
"1240","0","0","0","0","0","ENSDART00000017696"
"1241","0","0","0","0","0","ENSDART00000017706"
"1242","0","0","0","0","0","ENSDART00000017709"
"1243","0","0","0","0","0","ENSDART00000017718"
"1244","0","0","0","0","0","ENSDART00000017726"
"1245","0","0","0","0","0","ENSDART00000017728"
"1246","0","0","0","0","0","ENSDART00000017755"
"1247","0","0","0","0","0","ENSDART00000017756"
"1248","0","0","0","0","0","ENSDART00000017770"
"1249","0","0","0","0","0","ENSDART00000017785"
"1250","0","0","0","0","0","ENSDART00000017791"
"1251","0","0","0","0","0","ENSDART00000017798"
"1252","0","0","0","0","0","ENSDART00000017838"
"1253","0","0","0","0","0","ENSDART00000017850"
"1254","0","0","0","0","0","ENSDART00000017852"
"1255","0","0","0","0","0","ENSDART00000017854"
"1256","0","0","0","0","0","ENSDART00000017859"
"1257","0","0","0","0","0","ENSDART00000017904"
"1258","0","0","0","0","0","ENSDART00000017912"
"1259","0","0","0","0","0","ENSDART00000017932"
"1260","0","0","0","0","0","ENSDART00000017939"
"1261","0","0","0","0","0","ENSDART00000017941"
"1262","0","0","0","0","0","ENSDART00000017962"
"1263","0","0","0","0","0","ENSDART00000017966"
"1264","0","0","0","0","0","ENSDART00000017968"
"1265","0","0","0","0","0","ENSDART00000017973"
"1266","0","0","0","0","0","ENSDART00000017975"
"1267","0","0","0","0","0","ENSDART00000017977"
"1268","0","0","0","0","0","ENSDART00000018010"
"1269","0","0","0","0","0","ENSDART00000018017"
"1270","0","0","0","0","0","ENSDART00000018037"
"1271","0","0","0","0","0","ENSDART00000018049"
"1272","0","0","0","0","0","ENSDART00000018064"
"1273","0","0","0","0","0","ENSDART00000018071"
"1274","0","0","0","0","0","ENSDART00000018083"
"1275","0","0","0","0","0","ENSDART00000018091"
"1276","0","0","0","0","0","ENSDART00000018095"
"1277","0","0","0","0","0","ENSDART00000018114"
"1278","0","0","0","0","0","ENSDART00000018119"
"1279","0","0","0","0","0","ENSDART00000018131"
"1280","0","0","0","0","0","ENSDART00000018155"
"1281","0","0","0","0","0","ENSDART00000018159"
"1282","0","0","0","0","0","ENSDART00000018163"
"1283","0","0","0","0","0","ENSDART00000018213"
"1284","0","0","0","0","0","ENSDART00000018228"
"1285","0","0","0","0","0","ENSDART00000018230"
"1286","0","0","0","0","0","ENSDART00000018235"
"1287","0","0","0","0","0","ENSDART00000018253"
"1288","0","0","0","0","0","ENSDART00000018255"
"1289","0","0","0","0","0","ENSDART00000018260"
"1290","0","0","0","0","0","ENSDART00000018261"
"1291","0","0","0","0","0","ENSDART00000018270"
"1292","0","0","0","0","0","ENSDART00000018301"
"1293","0","0","0","0","0","ENSDART00000018304"
"1294","0","0","0","0","0","ENSDART00000018328"
"1295","0","0","0","0","0","ENSDART00000018336"
"1296","0","0","0","0","0","ENSDART00000018347"
"1297","0","0","0","0","0","ENSDART00000018350"
"1298","0","0","0","0","0","ENSDART00000018401"
"1299","0","0","0","0","0","ENSDART00000018408"
"1300","0","0","0","0","0","ENSDART00000018423"
"1301","0","0","0","0","0","ENSDART00000018425"
"1302","0","0","0","0","0","ENSDART00000018461"
"1303","0","0","0","0","0","ENSDART00000018469"
"1304","0","0","0","0","0","ENSDART00000018472"
"1305","0","0","0","0","0","ENSDART00000018475"
"1306","0","0","0","0","0","ENSDART00000018500"
"1307","0","0","0","0","0","ENSDART00000018502"
"1308","0","0","0","0","0","ENSDART00000018503"
"1309","0","0","0","0","0","ENSDART00000018504"
"1310","0","0","0","0","0","ENSDART00000018512"
"1311","0","0","0","0","0","ENSDART00000018514"
"1312","0","0","0","0","0","ENSDART00000018515"
"1313","0","0","0","0","0","ENSDART00000018523"
"1314","0","0","0","0","0","ENSDART00000018524"
"1315","0","0","0","0","0","ENSDART00000018532"
"1316","0","0","0","0","0","ENSDART00000018533"
"1317","0","0","0","0","0","ENSDART00000018553"
"1318","0","0","0","0","0","ENSDART00000018570"
"1319","0","0","0","0","0","ENSDART00000018580"
"1320","0","0","0","0","0","ENSDART00000018625"
"1321","0","0","0","0","0","ENSDART00000018626"
"1322","0","0","0","0","0","ENSDART00000018640"
"1323","0","0","0","0","0","ENSDART00000018651"
"1324","0","0","0","0","0","ENSDART00000018654"
"1325","0","0","0","0","0","ENSDART00000018676"
"1326","0","0","0","0","0","ENSDART00000018677"
"1327","0","0","0","0","0","ENSDART00000018678"
"1328","0","0","0","0","0","ENSDART00000018683"
"1329","0","0","0","0","0","ENSDART00000018686"
"1330","0","0","0","0","0","ENSDART00000018713"
"1331","0","0","0","0","0","ENSDART00000018726"
"1332","0","0","0","0","0","ENSDART00000018735"
"1333","0","0","0","0","0","ENSDART00000018741"
"1334","0","0","0","0","0","ENSDART00000018752"
"1335","0","0","0","0","0","ENSDART00000018792"
"1336","0","0","0","0","0","ENSDART00000018817"
"1337","0","0","0","0","0","ENSDART00000018818"
"1338","0","0","0","0","0","ENSDART00000018822"
"1339","0","0","0","0","0","ENSDART00000018827"
"1340","0","0","0","0","0","ENSDART00000018832"
"1341","0","0","0","0","0","ENSDART00000018837"
"1342","0","0","0","0","0","ENSDART00000018840"
"1343","0","0","0","0","0","ENSDART00000018868"
"1344","0","0","0","0","0","ENSDART00000018895"
"1345","0","0","0","0","0","ENSDART00000018908"
"1346","0","0","0","0","0","ENSDART00000018931"
"1347","0","0","0","0","0","ENSDART00000018939"
"1348","0","0","0","0","0","ENSDART00000018948"
"1349","0","0","0","0","0","ENSDART00000018955"
"1350","0","0","0","0","0","ENSDART00000018972"
"1351","0","0","0","0","0","ENSDART00000018973"
"1352","0","0","0","0","0","ENSDART00000018981"
"1353","0","0","0","0","0","ENSDART00000019003"
"1354","0","0","0","0","0","ENSDART00000019004"
"1355","0","0","0","0","0","ENSDART00000019029"
"1356","0","0","0","0","0","ENSDART00000019045"
"1357","0","0","0","0","0","ENSDART00000019050"
"1358","0","0","0","0","0","ENSDART00000019053"
"1359","0","0","0","0","0","ENSDART00000019063"
"1360","0","0","0","0","0","ENSDART00000019076"
"1361","0","0","0","0","0","ENSDART00000019136"
"1362","0","0","0","0","0","ENSDART00000019140"
"1363","0","0","0","0","0","ENSDART00000019144"
"1364","0","0","0","0","0","ENSDART00000019145"
"1365","0","0","0","0","0","ENSDART00000019149"
"1366","0","0","0","0","0","ENSDART00000019155"
"1367","0","0","0","0","0","ENSDART00000019165"
"1368","0","0","0","0","0","ENSDART00000019206"
"1369","0","0","0","0","0","ENSDART00000019227"
"1370","0","0","0","0","0","ENSDART00000019235"
"1371","0","0","0","0","0","ENSDART00000019248"
"1372","0","0","0","0","0","ENSDART00000019252"
"1373","0","0","0","0","0","ENSDART00000019269"
"1374","0","0","0","0","0","ENSDART00000019270"
"1375","0","0","0","0","0","ENSDART00000019289"
"1376","0","0","0","0","0","ENSDART00000019318"
"1377","0","0","0","0","0","ENSDART00000019323"
"1378","0","0","0","0","0","ENSDART00000019325"
"1379","0","0","0","0","0","ENSDART00000019330"
"1380","0","0","0","0","0","ENSDART00000019350"
"1381","0","0","0","0","0","ENSDART00000019353"
"1382","0","0","0","0","0","ENSDART00000019364"
"1383","0","0","0","0","0","ENSDART00000019379"
"1384","0","0","0","0","0","ENSDART00000019392"
"1385","0","0","0","0","0","ENSDART00000019396"
"1386","0","0","0","0","0","ENSDART00000019413"
"1387","0","0","0","0","0","ENSDART00000019416"
"1388","0","0","0","0","0","ENSDART00000019417"
"1389","0","0","0","0","0","ENSDART00000019427"
"1390","0","0","0","0","0","ENSDART00000019439"
"1391","0","0","0","0","0","ENSDART00000019442"
"1392","0","0","0","0","0","ENSDART00000019450"
"1393","0","0","0","0","0","ENSDART00000019455"
"1394","0","0","0","0","0","ENSDART00000019459"
"1395","0","0","0","0","0","ENSDART00000019476"
"1396","0","0","0","0","0","ENSDART00000019481"
"1397","0","0","0","0","0","ENSDART00000019508"
"1398","0","0","0","0","0","ENSDART00000019518"
"1399","0","0","0","0","0","ENSDART00000019519"
"1400","0","0","0","0","0","ENSDART00000019521"
"1401","0","0","0","0","0","ENSDART00000019533"
"1402","0","0","0","0","0","ENSDART00000019571"
"1403","0","0","0","0","0","ENSDART00000019581"
"1404","0","0","0","0","0","ENSDART00000019617"
"1405","0","0","0","0","0","ENSDART00000019620"
"1406","0","0","0","0","0","ENSDART00000019636"
"1407","0","0","0","0","0","ENSDART00000019647"
"1408","0","0","0","0","0","ENSDART00000019648"
"1409","0","0","0","0","0","ENSDART00000019667"
"1410","0","0","0","0","0","ENSDART00000019698"
"1411","0","0","0","0","0","ENSDART00000019699"
"1412","0","0","0","0","0","ENSDART00000019706"
"1413","0","0","0","0","0","ENSDART00000019743"
"1414","0","0","0","0","0","ENSDART00000019744"
"1415","0","0","0","0","0","ENSDART00000019750"
"1416","0","0","0","0","0","ENSDART00000019759"
"1417","0","0","0","0","0","ENSDART00000019762"
"1418","0","0","0","0","0","ENSDART00000019766"
"1419","0","0","0","0","0","ENSDART00000019774"
"1420","0","0","0","0","0","ENSDART00000019785"
"1421","0","0","0","0","0","ENSDART00000019786"
"1422","0","0","0","0","0","ENSDART00000019813"
"1423","0","0","0","0","0","ENSDART00000019818"
"1424","0","0","0","0","0","ENSDART00000019822"
"1425","0","0","0","0","0","ENSDART00000019828"
"1426","0","0","0","0","0","ENSDART00000019845"
"1427","0","0","0","0","0","ENSDART00000019846"
"1428","0","0","0","0","0","ENSDART00000019854"
"1429","0","0","0","0","0","ENSDART00000019861"
"1430","0","0","0","0","0","ENSDART00000019898"
"1431","0","0","0","0","0","ENSDART00000019905"
"1432","0","0","0","0","0","ENSDART00000019907"
"1433","0","0","0","0","0","ENSDART00000019910"
"1434","0","0","0","0","0","ENSDART00000019936"
"1435","0","0","0","0","0","ENSDART00000019937"
"1436","0","0","0","0","0","ENSDART00000019939"
"1437","0","0","0","0","0","ENSDART00000019949"
"1438","0","0","0","0","0","ENSDART00000019957"
"1439","0","0","0","0","0","ENSDART00000019976"
"1440","0","0","0","0","0","ENSDART00000019991"
"1441","0","0","0","0","0","ENSDART00000019997"
"1442","0","0","0","0","0","ENSDART00000020000"
"1443","0","0","0","0","0","ENSDART00000020004"
"1444","0","0","0","0","0","ENSDART00000020017"
"1445","0","0","0","0","0","ENSDART00000020033"
"1446","0","0","0","0","0","ENSDART00000020048"
"1447","0","0","0","0","0","ENSDART00000020084"
"1448","0","0","0","0","0","ENSDART00000020116"
"1449","0","0","0","0","0","ENSDART00000020122"
"1450","0","0","0","0","0","ENSDART00000020135"
"1451","0","0","0","0","0","ENSDART00000020136"
"1452","0","0","0","0","0","ENSDART00000020153"
"1453","0","0","0","0","0","ENSDART00000020167"
"1454","0","0","0","0","0","ENSDART00000020168"
"1455","0","0","0","0","0","ENSDART00000020174"
"1456","0","0","0","0","0","ENSDART00000020187"
"1457","0","0","0","0","0","ENSDART00000020192"
"1458","0","0","0","0","0","ENSDART00000020212"
"1459","0","0","0","0","0","ENSDART00000020233"
"1460","0","0","0","0","0","ENSDART00000020234"
"1461","0","0","0","0","0","ENSDART00000020249"
"1462","0","0","0","0","0","ENSDART00000020251"
"1463","0","0","0","0","0","ENSDART00000020252"
"1464","0","0","0","0","0","ENSDART00000020259"
"1465","0","0","0","0","0","ENSDART00000020270"
"1466","0","0","0","0","0","ENSDART00000020283"
"1467","0","0","0","0","0","ENSDART00000020297"
"1468","0","0","0","0","0","ENSDART00000020311"
"1469","0","0","0","0","0","ENSDART00000020328"
"1470","0","0","0","0","0","ENSDART00000020333"
"1471","0","0","0","0","0","ENSDART00000020342"
"1472","0","0","0","0","0","ENSDART00000020344"
"1473","0","0","0","0","0","ENSDART00000020350"
"1474","0","0","0","0","0","ENSDART00000020367"
"1475","0","0","0","0","0","ENSDART00000020370"
"1476","0","0","0","0","0","ENSDART00000020381"
"1477","0","0","0","0","0","ENSDART00000020386"
"1478","0","0","0","0","0","ENSDART00000020400"
"1479","0","0","0","0","0","ENSDART00000020412"
"1480","0","0","0","0","0","ENSDART00000020425"
"1481","0","0","0","0","0","ENSDART00000020463"
"1482","0","0","0","0","0","ENSDART00000020505"
"1483","0","0","0","0","0","ENSDART00000020541"
"1484","0","0","0","0","0","ENSDART00000020550"
"1485","0","0","0","0","0","ENSDART00000020575"
"1486","0","0","0","0","0","ENSDART00000020576"
"1487","0","0","0","0","0","ENSDART00000020582"
"1488","0","0","0","0","0","ENSDART00000020598"
"1489","0","0","0","0","0","ENSDART00000020603"
"1490","0","0","0","0","0","ENSDART00000020607"
"1491","0","0","0","0","0","ENSDART00000020610"
"1492","0","0","0","0","0","ENSDART00000020621"
"1493","0","0","0","0","0","ENSDART00000020625"
"1494","0","0","0","0","0","ENSDART00000020628"
"1495","0","0","0","0","0","ENSDART00000020631"
"1496","0","0","0","0","0","ENSDART00000020638"
"1497","0","0","0","0","0","ENSDART00000020654"
"1498","0","0","0","0","0","ENSDART00000020655"
"1499","0","0","0","0","0","ENSDART00000020665"
"1500","0","0","0","0","0","ENSDART00000020667"
"1501","0","0","0","0","0","ENSDART00000020673"
"1502","0","0","0","0","0","ENSDART00000020680"
"1503","0","0","0","0","0","ENSDART00000020703"
"1504","0","0","0","0","0","ENSDART00000020725"
"1505","0","0","0","0","0","ENSDART00000020740"
"1506","0","0","0","0","0","ENSDART00000020741"
"1507","0","0","0","0","0","ENSDART00000020743"
"1508","0","0","0","0","0","ENSDART00000020745"
"1509","0","0","0","0","0","ENSDART00000020786"
"1510","0","0","0","0","0","ENSDART00000020792"
"1511","0","0","0","0","0","ENSDART00000020798"
"1512","0","0","0","0","0","ENSDART00000020808"
"1513","0","0","0","0","0","ENSDART00000020810"
"1514","0","0","0","0","0","ENSDART00000020813"
"1515","0","0","0","0","0","ENSDART00000020817"
"1516","0","0","0","0","0","ENSDART00000020819"
"1517","0","0","0","0","0","ENSDART00000020824"
"1518","0","0","0","0","0","ENSDART00000020859"
"1519","0","0","0","0","0","ENSDART00000020861"
"1520","0","0","0","0","0","ENSDART00000020884"
"1521","0","0","0","0","0","ENSDART00000020908"
"1522","0","0","0","0","0","ENSDART00000020914"
"1523","0","0","0","0","0","ENSDART00000020928"
"1524","0","0","0","0","0","ENSDART00000020936"
"1525","0","0","0","0","0","ENSDART00000020937"
"1526","0","0","0","0","0","ENSDART00000020946"
"1527","0","0","0","0","0","ENSDART00000020967"
"1528","0","0","0","0","0","ENSDART00000020969"
"1529","0","0","0","0","0","ENSDART00000020970"
"1530","0","0","0","0","0","ENSDART00000020995"
"1531","0","0","0","0","0","ENSDART00000021011"
"1532","0","0","0","0","0","ENSDART00000021035"
