"","V1","V2","V3","V4","V5","V6"
"259","0","0","0","0","0","ENSDART00000004812"
"260","0","0","0","0","0","ENSDART00000004840"
"261","0","0","0","0","0","ENSDART00000004842"
"262","0","0","0","0","0","ENSDART00000004848"
"263","0","0","0","0","0","ENSDART00000004879"
"264","0","0","0","0","0","ENSDART00000004896"
"265","0","0","0","0","0","ENSDART00000004899"
"266","0","0","0","0","0","ENSDART00000004903"
"267","0","0","0","0","0","ENSDART00000004920"
"268","0","0","0","0","0","ENSDART00000004923"
"269","0","0","0","0","0","ENSDART00000004959"
"270","0","0","0","0","0","ENSDART00000004964"
"271","0","0","0","0","0","ENSDART00000004984"
"272","0","0","0","0","0","ENSDART00000004986"
"273","0","0","0","0","0","ENSDART00000005004"
"274","0","0","0","0","0","ENSDART00000005015"
"275","0","0","0","0","0","ENSDART00000005021"
"276","0","0","0","0","0","ENSDART00000005027"
"277","0","0","0","0","0","ENSDART00000005033"
"278","0","0","0","0","0","ENSDART00000005053"
"279","0","0","0","0","0","ENSDART00000005067"
"280","0","0","0","0","0","ENSDART00000005072"
"281","0","0","0","0","0","ENSDART00000005086"
"282","0","0","0","0","0","ENSDART00000005087"
"283","0","0","0","0","0","ENSDART00000005090"
"284","0","0","0","0","0","ENSDART00000005105"
"285","0","0","0","0","0","ENSDART00000005118"
"286","0","0","0","0","0","ENSDART00000005119"
"287","0","0","0","0","0","ENSDART00000005127"
"288","0","0","0","0","0","ENSDART00000005140"
"289","0","0","0","0","0","ENSDART00000005143"
"290","0","0","0","0","0","ENSDART00000005158"
"291","0","0","0","0","0","ENSDART00000005168"
"292","0","0","0","0","0","ENSDART00000005191"
"293","0","0","0","0","0","ENSDART00000005194"
"294","0","0","0","0","0","ENSDART00000005195"
"295","0","0","0","0","0","ENSDART00000005217"
"296","0","0","0","0","0","ENSDART00000005221"
"297","0","0","0","0","0","ENSDART00000005255"
"298","0","0","0","0","0","ENSDART00000005263"
"299","0","0","0","0","0","ENSDART00000005299"
"300","0","0","0","0","0","ENSDART00000005326"
"301","0","0","0","0","0","ENSDART00000005329"
"302","0","0","0","0","0","ENSDART00000005331"
"303","0","0","0","0","0","ENSDART00000005337"
"304","0","0","0","0","0","ENSDART00000005355"
"305","0","0","0","0","0","ENSDART00000005359"
"306","0","0","0","0","0","ENSDART00000005366"
"307","0","0","0","0","0","ENSDART00000005381"
"308","0","0","0","0","0","ENSDART00000005382"
"309","0","0","0","0","0","ENSDART00000005405"
"310","0","0","0","0","0","ENSDART00000005431"
"311","0","0","0","0","0","ENSDART00000005436"
"312","0","0","0","0","0","ENSDART00000005453"
"313","0","0","0","0","0","ENSDART00000005464"
"314","0","0","0","0","0","ENSDART00000005479"
"315","0","0","0","0","0","ENSDART00000005485"
"316","0","0","0","0","0","ENSDART00000005496"
"317","0","0","0","0","0","ENSDART00000005568"
"318","0","0","0","0","0","ENSDART00000005573"
"319","0","0","0","0","0","ENSDART00000005585"
"320","0","0","0","0","0","ENSDART00000005587"
"321","0","0","0","0","0","ENSDART00000005590"
"322","0","0","0","0","0","ENSDART00000005593"
"323","0","0","0","0","0","ENSDART00000005609"
"324","0","0","0","0","0","ENSDART00000005616"
"325","0","0","0","0","0","ENSDART00000005625"
"326","0","0","0","0","0","ENSDART00000005639"
"327","0","0","0","0","0","ENSDART00000005643"
"328","0","0","0","0","0","ENSDART00000005653"
"329","0","0","0","0","0","ENSDART00000005670"
"330","0","0","0","0","0","ENSDART00000005671"
"331","0","0","0","0","0","ENSDART00000005676"
"332","0","0","0","0","0","ENSDART00000005720"
"333","0","0","0","0","0","ENSDART00000005727"
"334","0","0","0","0","0","ENSDART00000005732"
"335","0","0","0","0","0","ENSDART00000005733"
"336","0","0","0","0","0","ENSDART00000005750"
"337","0","0","0","0","0","ENSDART00000005767"
"338","0","0","0","0","0","ENSDART00000005775"
"339","0","0","0","0","0","ENSDART00000005784"
"340","0","0","0","0","0","ENSDART00000005829"
"341","0","0","0","0","0","ENSDART00000005845"
"342","0","0","0","0","0","ENSDART00000005853"
"343","0","0","0","0","0","ENSDART00000005869"
"344","0","0","0","0","0","ENSDART00000005879"
"345","0","0","0","0","0","ENSDART00000005883"
"346","0","0","0","0","0","ENSDART00000005884"
"347","0","0","0","0","0","ENSDART00000005893"
"348","0","0","0","0","0","ENSDART00000005901"
"349","0","0","0","0","0","ENSDART00000005903"
"350","0","0","0","0","0","ENSDART00000005906"
"351","0","0","0","0","0","ENSDART00000005927"
"352","0","0","0","0","0","ENSDART00000005944"
"353","0","0","0","0","0","ENSDART00000005985"
"354","0","0","0","0","0","ENSDART00000005989"
"355","0","0","0","0","0","ENSDART00000006021"
"356","0","0","0","0","0","ENSDART00000006043"
"357","0","0","0","0","0","ENSDART00000006058"
"358","0","0","0","0","0","ENSDART00000006061"
"359","0","0","0","0","0","ENSDART00000006079"
"360","0","0","0","0","0","ENSDART00000006091"
"361","0","0","0","0","0","ENSDART00000006093"
"362","0","0","0","0","0","ENSDART00000006109"
"363","0","0","0","0","0","ENSDART00000006120"
"364","0","0","0","0","0","ENSDART00000006124"
"365","0","0","0","0","0","ENSDART00000006132"
"366","0","0","0","0","0","ENSDART00000006147"
"367","0","0","0","0","0","ENSDART00000006173"
"368","0","0","0","0","0","ENSDART00000006181"
"369","0","0","0","0","0","ENSDART00000006211"
"370","0","0","0","0","0","ENSDART00000006221"
"371","0","0","0","0","0","ENSDART00000006256"
"372","0","0","0","0","0","ENSDART00000006288"
"373","0","0","0","0","0","ENSDART00000006290"
"374","0","0","0","0","0","ENSDART00000006300"
"375","0","0","0","0","0","ENSDART00000006338"
"376","0","0","0","0","0","ENSDART00000006344"
"377","0","0","0","0","0","ENSDART00000006373"
"378","0","0","0","0","0","ENSDART00000006378"
"379","0","0","0","0","0","ENSDART00000006380"
"380","0","0","0","0","0","ENSDART00000006381"
"381","0","0","0","0","0","ENSDART00000006386"
"382","0","0","0","0","0","ENSDART00000006390"
"383","0","0","0","0","0","ENSDART00000006394"
"384","0","0","0","0","0","ENSDART00000006398"
"385","0","0","0","0","0","ENSDART00000006417"
"386","0","0","0","0","0","ENSDART00000006419"
"387","0","0","0","0","0","ENSDART00000006429"
"388","0","0","0","0","0","ENSDART00000006436"
"389","0","0","0","0","0","ENSDART00000006439"
"390","0","0","0","0","0","ENSDART00000006443"
"391","0","0","0","0","0","ENSDART00000006463"
"392","0","0","0","0","0","ENSDART00000006474"
"393","0","0","0","0","0","ENSDART00000006482"
"394","0","0","0","0","0","ENSDART00000006489"
"395","0","0","0","0","0","ENSDART00000006490"
"396","0","0","0","0","0","ENSDART00000006512"
"397","0","0","0","0","0","ENSDART00000006513"
"398","0","0","0","0","0","ENSDART00000006549"
"399","0","0","0","0","0","ENSDART00000006579"
"400","0","0","0","0","0","ENSDART00000006580"
"401","0","0","0","0","0","ENSDART00000006604"
"402","0","0","0","0","0","ENSDART00000006615"
"403","0","0","0","0","0","ENSDART00000006622"
"404","0","0","0","0","0","ENSDART00000006648"
"405","0","0","0","0","0","ENSDART00000006657"
"406","0","0","0","0","0","ENSDART00000006671"
"407","0","0","0","0","0","ENSDART00000006673"
"408","0","0","0","0","0","ENSDART00000006703"
"409","0","0","0","0","0","ENSDART00000006709"
"410","0","0","0","0","0","ENSDART00000006724"
"411","0","0","0","0","0","ENSDART00000006748"
"412","0","0","0","0","0","ENSDART00000006765"
"413","0","0","0","0","0","ENSDART00000006772"
"414","0","0","0","0","0","ENSDART00000006778"
"415","0","0","0","0","0","ENSDART00000006783"
"416","0","0","0","0","0","ENSDART00000006787"
"417","0","0","0","0","0","ENSDART00000006802"
"418","0","0","0","0","0","ENSDART00000006830"
"419","0","0","0","0","0","ENSDART00000006840"
"420","0","0","0","0","0","ENSDART00000006867"
"421","0","0","0","0","0","ENSDART00000006868"
"422","0","0","0","0","0","ENSDART00000006870"
"423","0","0","0","0","0","ENSDART00000006871"
"424","0","0","0","0","0","ENSDART00000006892"
"425","0","0","0","0","0","ENSDART00000006899"
"426","0","0","0","0","0","ENSDART00000006908"
"427","0","0","0","0","0","ENSDART00000006923"
"428","0","0","0","0","0","ENSDART00000006927"
"429","0","0","0","0","0","ENSDART00000006934"
"430","0","0","0","0","0","ENSDART00000006942"
"431","0","0","0","0","0","ENSDART00000006947"
"432","0","0","0","0","0","ENSDART00000006948"
"433","0","0","0","0","0","ENSDART00000006983"
"434","0","0","0","0","0","ENSDART00000006990"
"435","0","0","0","0","0","ENSDART00000007021"
"436","0","0","0","0","0","ENSDART00000007022"
"437","0","0","0","0","0","ENSDART00000007029"
"438","0","0","0","0","0","ENSDART00000007030"
"439","0","0","0","0","0","ENSDART00000007053"
"440","0","0","0","0","0","ENSDART00000007057"
"441","0","0","0","0","0","ENSDART00000007058"
"442","0","0","0","0","0","ENSDART00000007064"
"443","0","0","0","0","0","ENSDART00000007066"
"444","0","0","0","0","0","ENSDART00000007073"
"445","0","0","0","0","0","ENSDART00000007074"
"446","0","0","0","0","0","ENSDART00000007079"
"447","0","0","0","0","0","ENSDART00000007103"
"448","0","0","0","0","0","ENSDART00000007119"
"449","0","0","0","0","0","ENSDART00000007170"
"450","0","0","0","0","0","ENSDART00000007181"
"451","0","0","0","0","0","ENSDART00000007189"
"452","0","0","0","0","0","ENSDART00000007204"
"453","0","0","0","0","0","ENSDART00000007211"
"454","0","0","0","0","0","ENSDART00000007231"
"455","0","0","0","0","0","ENSDART00000007247"
"456","0","0","0","0","0","ENSDART00000007249"
"457","0","0","0","0","0","ENSDART00000007260"
"458","0","0","0","0","0","ENSDART00000007271"
"459","0","0","0","0","0","ENSDART00000007310"
"460","0","0","0","0","0","ENSDART00000007321"
"461","0","0","0","0","0","ENSDART00000007333"
"462","0","0","0","0","0","ENSDART00000007335"
"463","0","0","0","0","0","ENSDART00000007346"
"464","0","0","0","0","0","ENSDART00000007353"
"465","0","0","0","0","0","ENSDART00000007373"
"466","0","0","0","0","0","ENSDART00000007381"
"467","0","0","0","0","0","ENSDART00000007392"
"468","0","0","0","0","0","ENSDART00000007398"
"469","0","0","0","0","0","ENSDART00000007412"
"470","0","0","0","0","0","ENSDART00000007434"
"471","0","0","0","0","0","ENSDART00000007442"
"472","0","0","0","0","0","ENSDART00000007454"
"473","0","0","0","0","0","ENSDART00000007458"
"474","0","0","0","0","0","ENSDART00000007482"
"475","0","0","0","0","0","ENSDART00000007487"
"476","0","0","0","0","0","ENSDART00000007512"
"477","0","0","0","0","0","ENSDART00000007522"
"478","0","0","0","0","0","ENSDART00000007531"
"479","0","0","0","0","0","ENSDART00000007576"
"480","0","0","0","0","0","ENSDART00000007577"
"481","0","0","0","0","0","ENSDART00000007587"
"482","0","0","0","0","0","ENSDART00000007622"
"483","0","0","0","0","0","ENSDART00000007638"
"484","0","0","0","0","0","ENSDART00000007642"
"485","0","0","0","0","0","ENSDART00000007649"
"486","0","0","0","0","0","ENSDART00000007675"
"487","0","0","0","0","0","ENSDART00000007693"
"488","0","0","0","0","0","ENSDART00000007700"
"489","0","0","0","0","0","ENSDART00000007726"
"490","0","0","0","0","0","ENSDART00000007732"
"491","0","0","0","0","0","ENSDART00000007735"
"492","0","0","0","0","0","ENSDART00000007738"
"493","0","0","0","0","0","ENSDART00000007741"
"494","0","0","0","0","0","ENSDART00000007744"
"495","0","0","0","0","0","ENSDART00000007754"
"496","0","0","0","0","0","ENSDART00000007756"
"497","0","0","0","0","0","ENSDART00000007767"
"498","0","0","0","0","0","ENSDART00000007781"
"499","0","0","0","0","0","ENSDART00000007783"
"500","0","0","0","0","0","ENSDART00000007789"
"501","0","0","0","0","0","ENSDART00000007797"
"502","0","0","0","0","0","ENSDART00000007810"
"503","0","0","0","0","0","ENSDART00000007819"
"504","0","0","0","0","0","ENSDART00000007827"
"505","0","0","0","0","0","ENSDART00000007842"
"506","0","0","0","0","0","ENSDART00000007856"
"507","0","0","0","0","0","ENSDART00000007857"
"508","0","0","0","0","0","ENSDART00000007883"
"509","0","0","0","0","0","ENSDART00000007906"
"510","0","0","0","0","0","ENSDART00000007913"
"511","0","0","0","0","0","ENSDART00000007914"
"512","0","0","0","0","0","ENSDART00000007927"
"513","0","0","0","0","0","ENSDART00000007982"
"514","0","0","0","0","0","ENSDART00000007997"
"515","0","0","0","0","0","ENSDART00000008009"
"516","0","0","0","0","0","ENSDART00000008010"
"517","0","0","0","0","0","ENSDART00000008011"
"518","0","0","0","0","0","ENSDART00000008013"
"519","0","0","0","0","0","ENSDART00000008035"
"520","0","0","0","0","0","ENSDART00000008043"
"521","0","0","0","0","0","ENSDART00000008047"
"522","0","0","0","0","0","ENSDART00000008053"
"523","0","0","0","0","0","ENSDART00000008077"
"524","0","0","0","0","0","ENSDART00000008096"
"525","0","0","0","0","0","ENSDART00000008099"
"526","0","0","0","0","0","ENSDART00000008127"
"527","0","0","0","0","0","ENSDART00000008133"
"528","0","0","0","0","0","ENSDART00000008152"
"529","0","0","0","0","0","ENSDART00000008170"
"530","0","0","0","0","0","ENSDART00000008177"
"531","0","0","0","0","0","ENSDART00000008201"
"532","0","0","0","0","0","ENSDART00000008215"
"533","0","0","0","0","0","ENSDART00000008224"
"534","0","0","0","0","0","ENSDART00000008243"
"535","0","0","0","0","0","ENSDART00000008273"
"536","0","0","0","0","0","ENSDART00000008275"
"537","0","0","0","0","0","ENSDART00000008277"
"538","0","0","0","0","0","ENSDART00000008287"
"539","0","0","0","0","0","ENSDART00000008297"
"540","0","0","0","0","0","ENSDART00000008302"
"541","0","0","0","0","0","ENSDART00000008306"
"542","0","0","0","0","0","ENSDART00000008310"
"543","0","0","0","0","0","ENSDART00000008312"
"544","0","0","0","0","0","ENSDART00000008326"
"545","0","0","0","0","0","ENSDART00000008328"
"546","0","0","0","0","0","ENSDART00000008355"
"547","0","0","0","0","0","ENSDART00000008365"
"548","0","0","0","0","0","ENSDART00000008373"
"549","0","0","0","0","0","ENSDART00000008374"
"550","0","0","0","0","0","ENSDART00000008398"
"551","0","0","0","0","0","ENSDART00000008401"
"552","0","0","0","0","0","ENSDART00000008402"
"553","0","0","0","0","0","ENSDART00000008409"
"554","0","0","0","0","0","ENSDART00000008424"
"555","0","0","0","0","0","ENSDART00000008454"
"556","0","0","0","0","0","ENSDART00000008468"
"557","0","0","0","0","0","ENSDART00000008469"
"558","0","0","0","0","0","ENSDART00000008490"
"559","0","0","0","0","0","ENSDART00000008498"
"560","0","0","0","0","0","ENSDART00000008504"
"561","0","0","0","0","0","ENSDART00000008532"
"562","0","0","0","0","0","ENSDART00000008535"
"563","0","0","0","0","0","ENSDART00000008547"
"564","0","0","0","0","0","ENSDART00000008584"
"565","0","0","0","0","0","ENSDART00000008589"
"566","0","0","0","0","0","ENSDART00000008593"
"567","0","0","0","0","0","ENSDART00000008595"
"568","0","0","0","0","0","ENSDART00000008663"
"569","0","0","0","0","0","ENSDART00000008681"
"570","0","0","0","0","0","ENSDART00000008696"
"571","0","0","0","0","0","ENSDART00000008698"
"572","0","0","0","0","0","ENSDART00000008761"
"573","0","0","0","0","0","ENSDART00000008785"
"574","0","0","0","0","0","ENSDART00000008807"
"575","0","0","0","0","0","ENSDART00000008847"
"576","0","0","0","0","0","ENSDART00000008854"
"577","0","0","0","0","0","ENSDART00000008898"
"578","0","0","0","0","0","ENSDART00000008904"
"579","0","0","0","0","0","ENSDART00000008906"
"580","0","0","0","0","0","ENSDART00000008920"
"581","0","0","0","0","0","ENSDART00000008959"
