ProbeID	REGENS:248	REGENS:249	REGENS:250	REGENS:251	REGENS:252	REGENS:253
ENSDART00000000004	2.19314845	2.034415108	1.947125844	2.064060768	1.962743927	2.066098432
ENSDART00000000005	5.034145945	5.970127867	5.647126792	5.037718979	5.662216631	5.288762577
ENSDART00000000019	2.278629015	1.725630081	2.694185342	2.880339367	2.823037484	2.355360865
ENSDART00000000042	0.116022338	0.165344672	0	0.130276517	0.128933072	0.074677299
ENSDART00000000069	4.283864954	3.876927444	4.300941349	4.044268876	3.906077424	3.966805183
ENSDART00000000070	5.156618976	4.91670922	5.251795972	5.221909178	5.096693658	4.889211457
ENSDART00000000087	4.885392636	5.465978823	5.44450873	5.371017895	5.339198574	5.465680297
ENSDART00000000102	1.043163517	1.314734855	0	1.450255	1.996935098	1.34519081
ENSDART00000000160	2.522412945	2.651310644	2.589311995	2.717145407	2.640423061	2.470465471
ENSDART00000000192	3.198317335	3.57273187	3.958582776	3.89646647	4.048726751	4.109058515
ENSDART00000000198	3.491151376	3.288890662	3.61636589	3.704146091	3.72073553	3.558814451
ENSDART00000000221	6.726582588	7.455581771	7.337293485	6.805454468	7.119092813	7.140218738
ENSDART00000000250	5.967602856	6.259705655	5.969444541	6.011368745	6.083435058	6.032126578
ENSDART00000000280	2.712581595	1.60123009	3.505451192	1.364604753	0	0
ENSDART00000000382	3.112450637	3.51643391	3.535650748	3.449279205	3.253727902	3.364145617
ENSDART00000000392	0.690742009	0.510981036	0.458055958	0.49519883	0.698868787	0.309251303
ENSDART00000000406	0	1.297019748	2.964673574	2.855437312	3.104911035	1.816992319
ENSDART00000000473	0	0	0	0.044745435	0	0
ENSDART00000000486	0.323344981	0.125750903	0.429747073	0.249757115	0.490673312	0.36981817
ENSDART00000000488	0	0.20388078	0.038003601	0.171212741	0.044270411	0.110614702
ENSDART00000000536	0	0	0.075031748	0.044745435	0	0.246029884
ENSDART00000000552	1.823829504	2.572509942	2.589311995	1.196322068	0	1.461077845
ENSDART00000000564	0	0	0	0	0	0
ENSDART00000000566	3.973685586	3.38005509	3.498653457	3.258264709	3.422557536	3.426066057
ENSDART00000000591	2.824830219	0	0	0	0	0
ENSDART00000000595	0	0	0.805192581	2.12783909	0	1.6191277
ENSDART00000000670	0.877687302	0.510981036	0.642040041	1.433526918	1.301350052	0.66391832
ENSDART00000000678	0	0	0	0	0	0
ENSDART00000000693	2.064270468	2.324038912	1.976778565	2.064060768	1.817249813	1.961748097
ENSDART00000000698	3.845081047	3.433733016	4.016835875	3.461707563	3.48009367	3.475136475
ENSDART00000000744	5.43317127	4.55058829	5.4077893	5.157155721	4.917887998	4.732263922
ENSDART00000000804	1.155896186	1.383496974	1.223178728	1.254624738	0.642385849	0.948373081
ENSDART00000000831	2.359326863	2.252310577	2.168855783	2.11740325	2.196475248	2.075220971
ENSDART00000000838	1.548970782	1.69889782	1.437384851	2.11740325	1.355060709	2.197226187
ENSDART00000000841	3.688344885	3.778230445	3.683841954	3.923673971	3.961958278	3.727421201
ENSDART00000000876	4.117508038	5.660364398	5.955860115	5.278036227	6.196866269	7.369323137
ENSDART00000000877	0	0	0	0	0	0
ENSDART00000000887	0.475914439	0.085039773	0.214314643	0.249757115	0.28466933	0.179910513
ENSDART00000000908	2.19314845	0	2.569986814	2.477073004	2.431297275	2.154827524
ENSDART00000000915	2.184315091	2.176828592	2.252048414	2.602097126	2.354262585	2.246512681
ENSDART00000000948	0	0	0	0	0.087222692	0
ENSDART00000000992	0.416808389	0.20388078	0.146353401	0	0.169471352	0.399174028
ENSDART00000001053	0	0	0	0	0	0
ENSDART00000001092	1.100630692	1.946243596	2.434080492	2.717145407	2.105385442	2.222079894
ENSDART00000001098	4.491466513	4.15038805	4.380745817	4.296360713	4.258220201	4.128907976
ENSDART00000001102	0	0	0.180734167	0	0.087222692	0
ENSDART00000001136	0.290794753	0.571177656	0.214314643	0.130276517	0.553285434	0.179910513
ENSDART00000001148	1.50707936	1.815474929	1.696945093	1.776352001	2.084337778	1.827827746
ENSDART00000001159	4.009132929	3.651520776	3.355505364	3.402770022	3.713899571	3.505822626
ENSDART00000001201	4.368183841	4.805206827	4.314552436	4.584712548	4.6524992	4.5047313
ENSDART00000001253	5.971458916	5.624414398	6.080591286	6.144526803	5.577198104	5.439427223
ENSDART00000001313	0.188491123	0.20388078	0.458055958	0.171212741	0.169471352	0.110614702
ENSDART00000001318	5.624904486	5.386540974	5.601061919	5.600960752	5.432718071	5.358608106
ENSDART00000001320	2.343544368	2.001978982	2.235789249	2.689231968	2.380400531	2.325090262
ENSDART00000001323	3.653566056	1.58672173	3.890107335	4.005180019	3.80355932	4.135464235
ENSDART00000001331	3.5335011	3.742681528	3.254212248	3.234318605	3.244270388	3.303335038
ENSDART00000001359	4.036386001	3.712930075	4.367747879	3.843631084	3.675711594	3.689310361
ENSDART00000001376	4.222628356	3.985983287	3.887507716	4.005180019	3.717321599	3.568537316
ENSDART00000001424	2.064270468	2.400687469	2.125388466	2.418772636	2.354262585	1.98129092
ENSDART00000001444	3.428944623	2.367123143	3.332753294	3.432539739	2.921263517	2.757900337
ENSDART00000001649	1.964613734	1.223900463	1.559992886	1.878763815	0.805604347	1.116870301
ENSDART00000001678	7.369458615	5.570135285	6.615875268	6.954335983	6.558197759	6.739476222
ENSDART00000001691	1.995240151	1.934833395	1.479422656	2.148486999	2.300521645	1.772817998
ENSDART00000001737	0.078375512	0.571177656	0.737516054	0.395075458	0	0.483819237
ENSDART00000001755	0.386321769	0.448162926	0.214314643	0.429227828	0.321111424	0.339852551
ENSDART00000001795	0	0.541393287	0.86983616	0.959795829	0.753223425	1.044400374
ENSDART00000001803	3.99657291	3.768621832	3.858598409	3.908622082	3.675711594	3.844089324
ENSDART00000001804	4.169907179	3.210624158	4.047434296	4.150447068	3.87270766	3.995919826
ENSDART00000001805	0.116022338	0.448162926	0.400871567	0.211019384	0	0
ENSDART00000001821	0	0.125750903	0	0.044745435	0.087222692	0
ENSDART00000001830	7.363112607	7.734253235	7.1247286	7.083930626	7.052580481	7.047664262
ENSDART00000001861	3.232996673	3.375842097	2.974505781	3.394150327	3.277103949	3.251966603
ENSDART00000001907	6.321376346	5.891890108	7.048234706	6.68386105	6.844179246	7.01158875
ENSDART00000001930	4.117508038	3.831502571	4.406395569	4.024856829	3.700129705	3.775786123
ENSDART00000001995	0	0	0	0.49519883	0	0
ENSDART00000002000	0	0	0.310606498	0	0	0
ENSDART00000002027	4.898954143	4.721356196	5.009126524	4.771012061	4.548755537	4.492866222
ENSDART00000002029	5.698095937	4.872538919	5.318934779	5.525024293	5.393683754	5.087076768
ENSDART00000002046	1.389030625	0	0.075031748	0.044745435	0	0.03782178
ENSDART00000002053	2.130148087	1.991002832	1.832866681	2.042159	2.354262585	2.180415948
ENSDART00000002055	0.188491123	0.04314638	0.075031748	0.044745435	0	0.074677299
ENSDART00000002075	4.320606653	3.778230445	4.144255872	4.111540215	3.835401803	3.628638962
ENSDART00000002078	0	0.04314638	0	0	0	0
ENSDART00000002094	0.039719917	0.125750903	0.279217936	0.324245198	0.044270411	0.074677299
ENSDART00000002095	3.040855703	3.002308548	2.88871519	3.195158402	3.313735232	3.16063858
ENSDART00000002096	0	0	0	0	0	0
ENSDART00000002104	3.117099637	3.234087731	3.736794694	3.304996536	3.371345974	3.134693764
ENSDART00000002118	2.374938571	2.579854171	2.345933538	2.198849764	2.439608194	2.14619619
ENSDART00000002128	1.081728175	1.712325866	1.465545712	0.959795829	1.372528909	1.006752931
ENSDART00000002164	8.116730598	7.841066476	7.659675656	7.682148275	7.625061598	7.841802454
ENSDART00000002166	0.078375512	0.20388078	0.038003601	0.088144729	0	0
ENSDART00000002176	0	0	0	0	0	0
ENSDART00000002177	1.003539608	0.956884283	1.255796568	1.399477376	1.264398865	1.330027828
ENSDART00000002186	4.605038658	4.189320375	4.502966499	4.458104281	4.436969661	4.226303255
ENSDART00000002217	0	0	0	0	0	0
ENSDART00000002221	3.782074252	3.152703898	3.931076521	3.8625006	3.835401803	3.603637487
ENSDART00000002225	4.187695834	3.752463882	4.000086991	3.89646647	3.686227145	3.77858125
ENSDART00000002231	6.955705142	7.210595861	6.770958598	6.869430314	6.796444241	6.776650678
ENSDART00000002232	0.039719917	0.04314638	0	0.088144729	0	0
ENSDART00000002233	0.078375512	0	0.075031748	0	0	0.074677299
ENSDART00000002241	1.943828855	1.815474929	2.268126378	2.053151446	2.431297275	2.197226187
ENSDART00000002242	0.039719917	0	0	0.044745435	0	0
ENSDART00000002244	4.3406215	4.10529544	4.097782134	4.227675591	4.024068949	3.865280615
ENSDART00000002247	3.360017351	3.633988283	3.542276768	3.73860057	3.554680169	3.741815259
ENSDART00000002250	3.719250541	4.071829082	3.674824409	3.893411497	3.961958278	3.814433525
ENSDART00000002279	2.278629015	2.535217306	2.151625692	3.026934924	2.927186142	2.7859532
ENSDART00000002296	0.039719917	0	0.038003601	0	0.044270411	0.074677299
ENSDART00000002299	7.032771208	6.874847344	6.761051554	7.052435731	6.675432053	6.662502385
ENSDART00000002309	5.527862944	5.922541256	5.585908796	5.84660792	5.684241716	5.645625302
ENSDART00000002318	6.131665216	5.99712157	5.81931566	6.100830032	6.063407419	5.86466239
ENSDART00000002334	0	0	0	0	0	0
ENSDART00000002341	6.022531448	5.01073007	6.116000564	5.377591822	5.199371126	5.359541801
ENSDART00000002348	0.188491123	0	0.075031748	0	0	0
ENSDART00000002384	0.188491123	0.277995981	0.038003601	0.287481842	0.169471352	0.277986875
ENSDART00000002393	0.188491123	0.241414266	0.180734167	0.360094968	0.087222692	0.145678621
ENSDART00000002398	1.478460333	1.58672173	1.239579828	1.235451122	1.147503041	0.948373081
ENSDART00000002401	2.428286356	2.870772316	2.763876279	2.970071437	2.803851644	2.882653544
ENSDART00000002428	0.416808389	1.185902467	0.848608516	1.499306033	1.337378409	1.330027828
ENSDART00000002449	2.712581595	3.045386962	2.752492406	2.758028331	2.70389781	2.577061216
ENSDART00000002453	6.05014281	4.435880196	5.957720086	5.300120299	5.29751201	4.975788088
ENSDART00000002459	3.443824649	3.31112474	3.407238383	3.522292354	3.49212988	3.164917714
ENSDART00000002463	4.613289026	4.503091915	4.528219569	4.439374336	4.279210627	4.052443607
ENSDART00000002464	3.340271624	3.35459059	3.114472815	3.195158402	3.125662817	2.963484709
ENSDART00000002465	4.668174046	3.903511324	4.300941349	4.418274057	4.6327012	4.487751164
ENSDART00000002469	6.59862365	6.074548702	6.349260708	6.462628131	6.46050412	6.452330473
ENSDART00000002481	6.093840168	5.064073501	6.216259153	6.510270496	5.574370381	5.718030976
ENSDART00000002493	7.250991349	6.804885986	7.144732235	7.209915206	6.973939857	6.537715758
ENSDART00000002498	1.985103413	2.224465573	2.134187332	2.20871473	2.40607334	2.286336379
ENSDART00000002501	5.491624055	5.869590748	5.767945658	5.825125171	5.912605706	5.89846217
ENSDART00000002507	3.324278122	3.024008538	3.282190591	3.510377224	3.547008094	3.021268266
ENSDART00000002510	3.069921404	2.375587715	2.455300696	2.880339367	2.318658634	2.010117581
ENSDART00000002532	0	0	0	0	0	0
ENSDART00000002540	0	0	0	0	0	0.03782178
ENSDART00000002545	4.489675066	4.066610803	4.314552436	4.282415793	4.379812403	4.163535354
ENSDART00000002554	2.649797781	3.565351202	2.735246377	3.087000188	3.01878359	3.169184194
ENSDART00000002556	4.277649325	3.806678181	3.765394188	4.163186295	3.923958948	3.662323513
ENSDART00000002562	2.139318334	1.946243596	2.658035383	2.20871473	2.596499962	2.075220971
ENSDART00000002568	2.830502892	2.888624756	2.775171029	2.751294459	2.879110047	2.829733169
ENSDART00000002571	2.85853643	3.648031281	3.439541747	3.113497209	2.879110047	3.235785772
ENSDART00000002583	2.891473096	2.630242847	2.763876279	2.764730919	2.731236532	2.59619989
ENSDART00000002595	9.541363924	9.410030688	9.504802108	9.661183297	9.60544231	9.504939707
ENSDART00000002617	0	0	0	0.55828459	0	0
ENSDART00000002622	0.532693965	0.241414266	0.279217936	0.088144729	0.698868787	0.563772206
ENSDART00000002624	6.586103162	6.176165104	6.405308881	6.549613643	6.297460111	6.027434208
ENSDART00000002633	6.670361401	6.850384347	7.551345561	6.642154562	7.070752842	6.967256319
ENSDART00000002641	0.690742009	1.185902467	1.029270682	1.02824244	1.106333789	1.116870301
ENSDART00000002661	6.669570411	7.196929203	6.981542532	7.123253052	7.230157883	7.358388548
ENSDART00000002682	1.043163517	1.001319623	0.86983616	1.483140285	1.020293822	1.34519081
ENSDART00000002684	2.236521737	2.809616394	2.56348713	2.602097126	2.737991026	2.518072997
ENSDART00000002690	0.15271171	0.085039773	0	0	0.169471352	0.074677299
ENSDART00000002691	5.9098302	5.924705905	5.782710467	5.635196697	5.659550882	5.830051704
ENSDART00000002693	0.962796613	0.382484563	0.805192581	1.399477376	0.522319012	0.427944449
ENSDART00000002714	2.796127376	2.946586142	2.55039925	3.026934924	2.596499962	2.583469026
ENSDART00000002728	0.587323204	0	0	0	0	0.537610468
ENSDART00000002730	1.729827978	1.527183703	1.864936382	1.156102091	0.952219699	0.887530849
ENSDART00000002741	3.740497202	3.583732555	3.328926151	3.419856433	3.244270388	2.953625035
ENSDART00000002750	4.636142166	4.208399514	4.426233825	4.631300535	4.434892617	4.487751164
ENSDART00000002763	7.495764074	7.108289362	7.303320437	7.418748483	7.120385814	6.993658106
ENSDART00000002764	3.672640183	3.384255816	3.622632162	3.588013436	3.439231901	3.219421401
ENSDART00000002767	3.722305003	3.966503647	5.545254539	3.843631084	4.133135792	4.446164406
ENSDART00000002770	1.209122492	1.106765509	1.318899909	0.732507331	1.440360485	0.948373081
ENSDART00000002773	3.663134642	3.661938903	3.915849089	3.824511493	3.737685046	3.505822626
ENSDART00000002777	5.578464215	5.335389054	5.695486497	5.68639826	5.718797059	5.720940154
ENSDART00000002778	4.115186068	4.095080538	4.197697961	4.298671818	4.302180642	3.983860048
ENSDART00000002783	5.9211726	5.805254047	5.866941114	5.692562712	5.908869296	6.167837779
ENSDART00000002787	2.09287285	1.383496974	1.533632954	1.694471019	1.725067799	1.515707733
ENSDART00000002790	0.15271171	0.628962846	0	0.360094968	0.321111424	0.537610468
ENSDART00000002791	1.717635155	2.685754053	1.437384851	2.096302337	1.655419955	1.891184993
ENSDART00000002812	3.836649535	4.736221985	3.771046678	3.914661695	4.443182909	4.361078039
ENSDART00000002824	3.831001026	3.668842759	3.943644413	3.788786924	3.956176977	3.89391954
ENSDART00000002826	4.819888199	4.563611783	4.787225148	4.884600134	4.698241956	4.61518146
ENSDART00000002834	0	0	0.038003601	0	0	0.110614702
ENSDART00000002835	5.388684639	4.842322398	5.103993866	5.149493646	5.150845033	4.845893753
ENSDART00000002842	0.446664084	2.706032174	0.111133265	0.287481842	0.169471352	0.246029884
ENSDART00000002846	3.697686296	2.457609198	3.900459218	3.568992534	3.286349335	3.21530114
ENSDART00000002851	0	0	0	0	0	0
ENSDART00000002856	0	0	0	0	0	0
ENSDART00000002863	0	0	0	0	0	0
ENSDART00000002866	3.811055248	3.293364975	3.328926151	3.341321812	3.358253913	3.044678001
ENSDART00000002867	1.562668571	1.738812728	2.503633411	1.114728613	1.226476329	1.404297619
ENSDART00000002886	3.66631012	3.275383857	3.366748244	3.632665794	3.384320295	2.923635152
ENSDART00000002892	3.031035535	3.520256231	3.246117755	3.522292354	3.588708393	3.488855406
ENSDART00000002908	0	0	0	0	0	0
ENSDART00000002922	2.278629015	2.186482656	0	1.985904203	2.272881341	2.511367352
ENSDART00000002928	0.078375512	0.241414266	0.591823062	0.360094968	0.425220093	0.537610468
ENSDART00000002930	2.623898707	2.672075208	2.780785416	2.904818876	2.891280098	2.230270218
ENSDART00000002932	5.513829039	4.694543883	5.098384469	5.433344945	4.691298321	4.714858194
ENSDART00000002938	4.679219271	4.811459445	4.614065209	4.867576893	4.770848611	4.486042107
ENSDART00000002939	0	0	0	0	0	0
ENSDART00000002945	5.885512536	5.833178954	5.853683785	6.292171303	6.116208741	5.33126471
ENSDART00000002949	0	0	0	0	0	0
ENSDART00000002953	0.188491123	0	0.214314643	0.044745435	0.128933072	0.03782178
ENSDART00000002954	0.188491123	0	0.214314643	0	0	0.179910513
ENSDART00000002961	2.236521737	1.527183703	1.287693228	1.776352001	1.536478752	1.692100759
ENSDART00000002962	5.895018172	6.173133517	5.684296769	6.358474835	5.810567217	5.577440715
ENSDART00000002965	0	0	0	0	0.087222692	0
ENSDART00000002966	0	0.04314638	0.038003601	0	0	0.03782178
ENSDART00000002974	0	0	0	0	0	0
ENSDART00000002985	2.675240105	2.678930842	2.835759363	3.010109966	2.611290077	2.774797427
ENSDART00000002992	4.603382908	5.12809342	4.798339269	5.081326988	5.064812263	4.987915247
ENSDART00000003001	9.355972273	9.304407167	9.461379107	9.569236232	9.349754293	9.249844075
ENSDART00000003008	0.386321769	0.04314638	0.038003601	0.044745435	0.044270411	0.03782178
ENSDART00000003022	1.667806501	1.465082466	1.493167392	1.927366554	1.536478752	1.389746386
ENSDART00000003031	0	0	0	0	0	0
ENSDART00000003035	1.023487593	0.04314638	0.400871567	0.732507331	1.167655329	0.639525947
ENSDART00000003040	0.039719917	0.085039773	0.111133265	0	0.128933072	0
ENSDART00000003042	2.351457197	1.979942534	2.711926218	1.962773376	1.915857499	2.0932948
ENSDART00000003066	6.326905222	5.897044069	6.441204649	6.468798459	6.451285887	6.222746516
ENSDART00000003076	7.728895845	7.722273634	7.953160014	7.93724104	8.154220448	8.192944429
ENSDART00000003080	0	0	0	0	0	0
ENSDART00000003091	0.039719917	0.125750903	0.180734167	0.395075458	0.490673312	0.339852551
ENSDART00000003097	0.475914439	0.571177656	0.617150033	0.360094968	0.553285434	0.483819237
ENSDART00000003133	4.048605592	4.142969812	3.845263838	4.079641165	4.007393126	3.689310361
ENSDART00000003143	3.731429777	4.024170833	3.625755122	3.824511493	3.857280616	4.091182319
ENSDART00000003156	0	0	0	0	0	0
ENSDART00000003164	0.739797975	1.166521459	0.666507908	1.13556366	1.085300057	0.908098012
ENSDART00000003167	5.690317849	5.691208139	5.544429654	5.770392012	5.899862231	5.721666533
ENSDART00000003170	5.674634726	5.409392905	5.889202698	5.537798155	5.778165597	5.789056435
ENSDART00000003181	1.777594212	0.277995981	0.591823062	1.292224039	0.856149882	1.18587335
ENSDART00000003192	0	0.510981036	0.310606498	0.732507331	0	0
ENSDART00000003193	3.816782236	3.055958538	3.798981624	3.697155342	3.918023032	3.400890428
ENSDART00000003195	0.899439947	0.448162926	0.53979491	0.936239128	0.356655634	0.309251303
ENSDART00000003210	0.116022338	0.085039773	0.146353401	0.088144729	0.208901612	0
ENSDART00000003211	1.357944895	0.684522389	1.585879817	1.399477376	0.490673312	1.202620486
ENSDART00000003221	4.404767047	4.048196742	4.245175325	4.422518874	4.295327956	4.209830352
ENSDART00000003240	6.887954671	6.610165503	6.83172042	6.828829917	6.662620151	6.347522635
ENSDART00000003242	0	0.04314638	0.038003601	0.171212741	0	0.074677299
ENSDART00000003246	0	0	0.566043511	0	0	0.456152326
ENSDART00000003248	1.777594212	1.511907201	1.957077957	1.841206138	1.611957985	1.474930474
ENSDART00000003252	4.471637174	4.865043913	4.377044055	4.414016715	4.735845834	4.805352535
ENSDART00000003273	3.637476019	3.409206508	3.641269314	3.672417462	3.371345974	3.291642084
ENSDART00000003278	0.323344981	0.448162926	0.34132666	0.395075458	0.522319012	0.711499633
ENSDART00000003293	4.618216695	5.115514692	4.798339269	4.757634244	4.828945663	4.891795435
ENSDART00000003296	6.41449129	5.917477741	6.178477255	6.424512484	6.233773732	6.11905034
ENSDART00000003298	0	0	0	0	0	0
ENSDART00000003299	0.078375512	0.125750903	0	0.130276517	0	0
ENSDART00000003303	3.375621629	3.210624158	3.606915151	3.502378781	3.569902996	3.443783418
ENSDART00000003310	0	0	0	0	0	0
ENSDART00000003314	4.250401121	2.957904131	3.975817591	3.976596425	3.737685046	3.784155309
ENSDART00000003317	2.48693342	2.261474084	2.510407777	2.452375044	2.860660286	2.887840363
ENSDART00000003325	2.529405335	2.678930842	2.651921333	2.861703238	2.676031002	2.717686719
ENSDART00000003335	3.870083898	3.655001851	3.855941336	3.785494939	3.912062592	3.69819495
ENSDART00000003338	1.043163517	0.628962846	1.423095568	1.050354881	1.319476694	1.461077845
ENSDART00000003339	0	0.165344672	0.075031748	0	0.044270411	0
ENSDART00000003345	1.003539608	0.979273024	0.805192581	1.346847161	1.127065262	0.845495435
ENSDART00000003346	3.011192361	2.92368026	2.543810514	2.817259269	2.866836459	2.449571293
ENSDART00000003347	2.450559318	2.186482656	2.814020506	2.188916878	2.318658634	2.538004929
ENSDART00000003385	1.449262075	1.349525545	1.732144751	1.515292646	1.75201198	1.593959403
ENSDART00000003390	3.098413069	3.288890662	3.294017182	3.478113893	3.362631147	3.318779667
ENSDART00000003418	3.78499869	3.816037455	3.638179793	4.103631332	3.884931611	3.44025731
ENSDART00000003420	0.532693965	0.348489004	0.279217936	0.287481842	0.321111424	0.427944449
ENSDART00000003422	4.072738593	4.177266501	3.990428167	4.132421028	4.198258234	4.209830352
ENSDART00000003425	6.224529634	6.593481234	6.293894585	6.264654263	6.608361647	6.75694357
ENSDART00000003428	5.687976221	5.854530691	5.443624165	5.557232024	5.629897864	5.609975495
ENSDART00000003432	0	0	0	0	0	0
ENSDART00000003435	3.761435498	3.719594734	3.294017182	3.654484186	3.599875084	3.211169078
ENSDART00000003441	0	0.125750903	0	0	0.044270411	0
ENSDART00000003444	3.130957421	3.392620751	3.963528054	3.376754881	3.621952468	3.525923348
ENSDART00000003463	0	0	0	0	0	1.63154909
ENSDART00000003465	3.185094609	2.550250235	3.196573226	2.94077652	3.002046206	3.227626789
ENSDART00000003475	0	0.541393287	0	0	0	0
ENSDART00000003482	3.960811744	3.858928759	4.347082963	4.193309173	4.153488356	4.141990833
ENSDART00000003493	0.739797975	0.789607236	0.513059874	0.429227828	0.425220093	0.277986875
ENSDART00000003494	0	0	0.038003601	0.044745435	0	0.03782178
ENSDART00000003495	0	0	0	0	0	0
ENSDART00000003497	1.478460333	0.71151986	0	0	0	0
ENSDART00000003503	5.881419441	5.026941213	5.490631166	6.106117674	5.165950728	5.920774172
ENSDART00000003505	2.19314845	0.448162926	0.782984622	0	0	0
ENSDART00000003506	0.078375512	0.04314638	0.075031748	0	0	0.03782178
ENSDART00000003508	0	0	0	0	0	0
ENSDART00000003511	0	0	0	0	0	0
ENSDART00000003514	0.223404624	0	0.247131238	0.249757115	0.356655634	0.145678621
ENSDART00000003517	2.875098754	2.167109492	2.595696622	2.616989988	2.829376481	2.370261274
ENSDART00000003518	3.29174918	3.994251855	3.525654305	3.180194873	2.206250251	2.740802997
ENSDART00000003543	4.50216873	4.328799938	4.263336271	4.430971221	4.244054974	4.095672177
ENSDART00000003544	3.383360929	3.57273187	3.388974524	3.526242296	3.40143986	3.352937166
ENSDART00000003548	4.486085484	4.497285824	4.795568755	4.49081314	4.813040865	4.773480625
ENSDART00000003550	0.223404624	0.085039773	0	0	0.128933072	0.074677299
ENSDART00000003552	4.312522314	2.90625898	4.00489226	4.01645675	3.451612409	3.464760981
ENSDART00000003583	0.416808389	0	0	0	0.044270411	0
ENSDART00000003612	2.443173139	2.243088494	2.645781262	2.485212584	2.389008995	2.325090262
ENSDART00000003618	0.690742009	0.934142615	0.82706386	0.759603603	0.490673312	0.074677299
ENSDART00000003621	0.587323204	0.382484563	0.513059874	0	0.28466933	0.213348951
ENSDART00000003634	3.728394594	3.996997547	3.810005888	3.965002511	4.035080034	3.964352231
ENSDART00000003646	0.039719917	0	0.075031748	0.171212741	0	0.213348951
ENSDART00000003648	4.957155274	4.58201517	4.796954677	5.121045996	5.025324596	4.874916252
ENSDART00000003653	0.188491123	0.241414266	0.247131238	0.360094968	0.208901612	0.145678621
ENSDART00000003665	0.039719917	0	0	0	0	0.03782178
ENSDART00000003666	0.899439947	0	1.010278646	0.324245198	0	0
ENSDART00000003670	2.515386499	2.535217306	2.043686292	2.257052405	2.105385442	1.971552599
ENSDART00000003674	3.634236365	3.692749357	3.450150776	3.545831397	3.362631147	3.247938377
ENSDART00000003690	0	0	0	0	0	0
ENSDART00000003694	5.940973613	5.521382705	5.800092845	5.879402383	5.828873848	5.853438457
ENSDART00000003701	6.213718118	6.097756719	6.112108845	6.465716594	6.584669183	6.343281001
ENSDART00000003706	2.949970758	2.086905548	2.620956274	2.934845472	2.724450267	2.355360865
ENSDART00000003712	0.15271171	0	0	0	0	0
ENSDART00000003715	4.183269191	3.86795617	4.007288907	4.03598139	3.86037925	3.772985571
ENSDART00000003716	0.039719917	0.684522389	0.075031748	0	0	0
ENSDART00000003736	2.706424747	2.572509942	2.700123241	2.17891513	2.062978494	2.538004929
ENSDART00000003745	5.606837961	6.102226355	6.424265471	6.02469307	5.8524082	6.181630142
ENSDART00000003748	0.078375512	0.20388078	0.180734167	0.249757115	0.425220093	0.179910513
ENSDART00000003750	0.223404624	0.541393287	0	0.395075458	0.321111424	0.03782178
ENSDART00000003752	7.898318251	7.367884048	7.725564745	7.872973696	7.892261601	7.821955437
ENSDART00000003775	0.223404624	0.313673004	0.34132666	0.429227828	0.391345143	0.213348951
ENSDART00000003789	4.950658533	5.156614938	5.103993866	5.139213831	5.322443524	5.296583953
ENSDART00000003790	4.285930894	3.637511868	3.72519424	4.158104095	3.996167854	3.937090861
ENSDART00000003801	2.278629015	2.59443141	2.260109793	2.477073004	2.551197512	2.377654163
ENSDART00000003805	0	0	0	0	0.044270411	0
ENSDART00000003825	0	0.956884283	0.737516054	1.46679134	0	0.887530849
ENSDART00000003826	4.334646147	4.603793764	4.528219569	4.414016715	4.546833458	4.327115023
ENSDART00000003834	3.608053859	3.092360685	3.710561258	3.745393813	3.825922636	3.650165388
ENSDART00000003839	0.386321769	0.934142615	0.400871567	0	0.753223425	0.614714056
ENSDART00000003845	0	0	0.931707015	0	0	0.339852551
ENSDART00000003847	4.140524477	0.125750903	0.642040041	0.130276517	0.321111424	0.36981817
ENSDART00000003879	3.021148064	2.912089479	3.428854125	3.229481317	3.304664238	3.243898872
ENSDART00000003884	3.153761968	3.413323325	3.149612501	3.510377224	3.569902996	3.275902582
ENSDART00000003888	2.623898707	2.719394287	2.4623053	2.898737829	2.633194782	2.399608209
ENSDART00000003891	6.316836907	6.312460079	6.462321085	6.674103318	6.713627333	6.805373016
ENSDART00000003895	0	0	0	0	0	0
ENSDART00000003898	6.121289487	6.595294269	5.762990284	5.913731275	5.886245311	5.977220308
ENSDART00000003907	0	0	0	0	0	0
ENSDART00000003913	3.05546175	3.35459059	3.274251991	3.214871369	3.181237463	2.845814099
ENSDART00000003922	6.476406661	6.003962438	6.384717979	6.313470373	6.176499263	6.119601587
ENSDART00000003926	4.001610047	3.716266253	3.99767834	4.074255405	4.024068949	3.647109779
ENSDART00000003929	7.246224578	6.52996799	8.031927289	6.735527137	7.373418322	7.367931838
ENSDART00000003932	1.616195079	1.69889782	2.071437642	1.951067388	2.380400531	2.20555842
ENSDART00000003939	3.0161788	2.69930442	2.851851203	2.946683285	2.841971523	2.746524653
ENSDART00000003940	7.326447633	7.26029437	7.263273656	7.25969691	7.293714096	7.267793626
ENSDART00000003946	4.724098015	5.111719588	4.776024741	4.851924957	4.668497888	4.610482872
ENSDART00000003947	5.481744537	5.403196372	5.736511037	5.887869629	6.002301777	5.906150935
ENSDART00000003954	0	0	0	0	0	0.074677299
ENSDART00000003957	6.957002289	6.509442541	6.696056987	6.780867683	6.636197991	6.472322068
ENSDART00000003962	2.796127376	2.215063182	2.44118863	2.751294459	2.661893113	2.238414308
ENSDART00000003968	0.116022338	0.277995981	0.075031748	0.044745435	0	0
ENSDART00000003978	4.588395014	4.616347756	4.263336271	4.428862772	4.333736377	4.383283843
